url,authors,downloads,unique_downloads,views,unique_views,version_downloads,version_unique_downloads,version_unique_views,version_views
https://zenodo.org/records/18953220,"""Schaare, H. Lina and Hörner, Tanja and Alberts, Teresa and Backe, Christian and Betancort Cabrera, Noemi and Bohnebeck, Uta and Brannath, Werner and Büker, Sarah and Charulatha, Sree and de Vogel, Susanne and Drechsler, Rolf and Düpont, Nils and Felden, Janine and Franz, Simone and Fritzsche, Franziska and Frohne, Katharina and Fuchs, Nele and Gies, Philipp and Glöckner, Frank Oliver and Hänzelmann, Sonja and Harfst, Stefan and Hemmelskamp-Pfeiffer, Birte and Hitz, Marc-Phillip and Hollstein, Betina and Immoor, Sebastian and Junctorius, Lina and Kloep, Stephan and Koppe, Roland and Kuhlmann, Lea and Movahedifar, Maryam and Mozygemba, Kati and Mueller, Claudia Margrit and Nolte, Annika and Nölte, Manfred and Nozik, Alexandra and Opätz, Finn and Petersmann, Astrid and Pigeot, Iris and Riefler, Norbert and Scharpenberg, Martin and Schmitt, Tina and Seemann, Wilken and Spiegler, Andreas and Steinmann, Lena and Strodthoff, Nils and Swirski, Sebastian and Thiemann, Volker and Uppenkamp, Stefan and Vehlken, Sebastian and Wilken, Marc and Wulff, Antje and Carl von Ossietzky Universität Oldenburg and Core Facility Biobank Structure and DATA Team, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung and Hochschule Bremen and Gesellschaft für Biologische Daten e.V. and Göttingen Academy of Sciences and Humanities in Lower Saxony and Landesbibliothek Oldenburg and PANGAEA, Data Publisher for Earth & Environmental Science and University of Bremen and Bibliotheks- und Informationssystem and Koordinierungszentrum für Klinische Studien (KKS Oldenburg)""",53,49,461,433,53,49,433,461
https://zenodo.org/records/18712651,"""Fichtmueller, David and Güntsch, Anton and Sauerland, Kristin and Möller, Lars and Luther, Katja and Ernst, Marcus""",21,20,63,63,21,20,63,63
https://zenodo.org/records/18711701,"""Möller, Lars and Ernst, Marcus and Fichtmueller, David and Schindler, Uwe and Pfaff, Claas-Thido and Seifert, Stefan and Fürstenau, Cornelia and Reimer, Lorenz Christian and Witte, Julius F. and Ebeling, Christian""",40,38,61,59,40,38,59,61
https://zenodo.org/records/18694155,"""Ebert, Barbara and Ewert, Frank and Förstner, Konrad U. and Glöckner, Frank Oliver and McHardy, Alice Carolyn and von Rummel, Philipp and von Suchodoletz, Dirk and Weidtkamp-Peters, Stefanie and Ebeling, Mary-Ann and Engel, Judith and Hoffmann, Carsten and Keller, Christin and Lange, Matthias and Magel, Maja and Moore, Josh and Mühlhaus, Timo and Scholz, Uwe and Specka, Xenia and thor Straten, Mattis""",278,236,435,382,278,236,382,435
https://zenodo.org/records/17991208,"""Sauerland, Kristin and Fichtmueller, David and Güntsch, Anton""",15,15,41,41,15,15,41,41
https://zenodo.org/records/17628099,"""Singson, Lea Sophie""",59,49,98,91,59,49,91,98
https://zenodo.org/records/17941146,"""Placke, Manja and Hassenrück, Christiane and Feistel, Susanne and Jürgensmann, Susanne""",87,72,105,94,87,72,94,105
https://zenodo.org/records/17708536,"""Zurowietz, Martin and Stoye, Jens and Nattkemper, Tim W.""",47,42,63,59,47,42,59,63
https://zenodo.org/records/17350117,"""Schellenberger Costa, David""",1646,1517,632,554,440,414,169,181
https://zenodo.org/records/17623082,"""Nozik, Alexandra""",72,51,102,93,72,51,93,102
https://zenodo.org/records/17553558,"""Tschink, Daniel and Kostadinov, Ivaylo""",68,62,77,76,68,62,76,77
https://zenodo.org/records/17582795,"""Fischer, Marlen and Röder, Juliane and Signer, Johannes and Tschink, Daniel and Weibulat, Tanja and Brand, Ortrun""",23,22,129,124,23,22,124,129
https://zenodo.org/records/17549986,"""Jordan, Sabrina""",86,69,93,83,86,69,83,93
https://zenodo.org/records/17427595,"""Kostadinov, Ivaylo and Tschink, Daniel and Linares Gómez, Jimena""",360,296,387,367,137,110,126,138
