url,authors,downloads,unique_downloads,views,unique_views,version_downloads,version_unique_downloads,version_unique_views,version_views
https://zenodo.org/records/18953220,"""Schaare, H. Lina and Hörner, Tanja and Alberts, Teresa and Backe, Christian and Betancort Cabrera, Noemi and Bohnebeck, Uta and Brannath, Werner and Büker, Sarah and Charulatha, Sree and de Vogel, Susanne and Drechsler, Rolf and Düpont, Nils and Felden, Janine and Franz, Simone and Fritzsche, Franziska and Frohne, Katharina and Fuchs, Nele and Gies, Philipp and Glöckner, Frank Oliver and Hänzelmann, Sonja and Harfst, Stefan and Hemmelskamp-Pfeiffer, Birte and Hitz, Marc-Phillip and Hollstein, Betina and Immoor, Sebastian and Junctorius, Lina and Kloep, Stephan and Koppe, Roland and Kuhlmann, Lea and Movahedifar, Maryam and Mozygemba, Kati and Mueller, Claudia Margrit and Nolte, Annika and Nölte, Manfred and Nozik, Alexandra and Opätz, Finn and Petersmann, Astrid and Pigeot, Iris and Riefler, Norbert and Scharpenberg, Martin and Schmitt, Tina and Seemann, Wilken and Spiegler, Andreas and Steinmann, Lena and Strodthoff, Nils and Swirski, Sebastian and Thiemann, Volker and Uppenkamp, Stefan and Vehlken, Sebastian and Wilken, Marc and Wulff, Antje and Carl von Ossietzky Universität Oldenburg and Core Facility Biobank Structure and DATA Team, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung and Hochschule Bremen and Gesellschaft für Biologische Daten e.V. and Göttingen Academy of Sciences and Humanities in Lower Saxony and Landesbibliothek Oldenburg and PANGAEA, Data Publisher for Earth & Environmental Science and University of Bremen and Bibliotheks- und Informationssystem and Koordinierungszentrum für Klinische Studien (KKS Oldenburg)""",53,49,463,435,53,49,435,463
https://zenodo.org/records/18712651,"""Fichtmueller, David and Güntsch, Anton and Sauerland, Kristin and Möller, Lars and Luther, Katja and Ernst, Marcus""",21,20,63,63,21,20,63,63
https://zenodo.org/records/18711701,"""Möller, Lars and Ernst, Marcus and Fichtmueller, David and Schindler, Uwe and Pfaff, Claas-Thido and Seifert, Stefan and Fürstenau, Cornelia and Reimer, Lorenz Christian and Witte, Julius F. and Ebeling, Christian""",41,39,63,61,41,39,61,63
https://zenodo.org/records/18694155,"""Ebert, Barbara and Ewert, Frank and Förstner, Konrad U. and Glöckner, Frank Oliver and McHardy, Alice Carolyn and von Rummel, Philipp and von Suchodoletz, Dirk and Weidtkamp-Peters, Stefanie and Ebeling, Mary-Ann and Engel, Judith and Hoffmann, Carsten and Keller, Christin and Lange, Matthias and Magel, Maja and Moore, Josh and Mühlhaus, Timo and Scholz, Uwe and Specka, Xenia and thor Straten, Mattis""",279,237,452,399,279,237,399,452
https://zenodo.org/records/17991208,"""Sauerland, Kristin and Fichtmueller, David and Güntsch, Anton""",16,16,43,43,16,16,43,43
https://zenodo.org/records/17628099,"""Singson, Lea Sophie""",59,49,101,94,59,49,94,101
https://zenodo.org/records/17941146,"""Placke, Manja and Hassenrück, Christiane and Feistel, Susanne and Jürgensmann, Susanne""",87,72,106,95,87,72,95,106
https://zenodo.org/records/17708536,"""Zurowietz, Martin and Stoye, Jens and Nattkemper, Tim W.""",47,42,63,59,47,42,59,63
https://zenodo.org/records/17350117,"""Schellenberger Costa, David""",1651,1522,638,560,441,415,169,181
https://zenodo.org/records/17623082,"""Nozik, Alexandra""",72,51,104,95,72,51,95,104
